Symbol,Sector
MIRM,Healthcare
MTC,Technology
MRNA,Healthcare
MOGO,Technology
MWK,Technology
MNCL,Industrials
MNCLU,Industrials
MORF,Healthcare
MOR,Healthcare
COOP,Financial Services
NRC,Healthcare
NTUS,Healthcare
NMCI,Industrials
NLTX,Healthcare
NTGN,Healthcare
NEPH,Healthcare
NFIN,Financial Services
NFINU,Financial Services
NBSE,Healthcare
NUROW,Industrials
STIM,Healthcare
NFE,Utilities
NXTC,Healthcare
NXGN,Healthcare
BIMI,Healthcare
NGM,Healthcare
NIU,Consumer Cyclical
LASR,Technology
OPI,Real Estate
OPINI,Industrials
OCCI,Financial Services
OCCIP,Financial Services
ONCY,Healthcare
ONCT,Healthcare
OSPN,Technology
OSW,Consumer Cyclical
OPBK,Financial Services
OPRA,Technology
OPES,Financial Services
OPRX,Healthcare
ORTX,Healthcare
OGI,Healthcare
ORGO,Healthcare
OBNK,Financial Services
ORSNU,Financial Services
OSMT,Healthcare
OTLK,Healthcare
OXSQ,Financial Services
HERD,Industrials
ECOW,Industrials
VETS,Industrials
PLMR,Financial Services
PNRL,Energy
PAYS,Industrials
PCB,Financial Services
PDSB,Healthcare
PEER,Technology
PSNL,Healthcare
PHAS,Healthcare
PHIO,Healthcare
PHIOW,Industrials
PHUN,Technology
PLL,Basic Materials
PDD,Consumer Cyclical
PT,Financial Services
PBFS,Financial Services
PS,Technology
PSTV,Healthcare
PTE,Healthcare
PPHI,Financial Services
PBTS,Technology
DTIL,Healthcare
POAI,Healthcare
PBIO,Healthcare
PRVL,Healthcare
PLC,Industrials
PSM,Industrials
PRNB,Healthcare
PRTH,Technology
PAAC,Financial Services
PAACU,Financial Services
PTVCA,Financial Services
PTVCB,Financial Services
PRVB,Healthcare
PHCF,Financial Services
PACQ,Financial Services
PACQU,Financial Services
PUYI,Financial Services
QTT,Communication Services
RTLR,Energy
BCNA,Industrials
RRBI,Financial Services
RDVT,Technology
RBZ,Consumer Cyclical
REKR,Industrials
RPAY,Technology
REPL,Healthcare
REXN,Healthcare
RBKB,Financial Services
RMBI,Financial Services
RIVE,Financial Services
RUBY,Healthcare
RUHN,Consumer Cyclical
SFET,Technology
SLRX,Healthcare
SRRK,Healthcare
SAMA,Financial Services
SAMAU,Financial Services
SCPL,Communication Services
WORX,Healthcare
SEEL,Healthcare
SIC,Consumer Cyclical
SESN,Healthcare
SWAV,Healthcare
SIBN,Healthcare
SIGA,Healthcare
SILK,Healthcare
SSPKU,Financial Services
SINT,Healthcare
SG,Financial Services
GIGE,Industrials
SOLY,Healthcare
SONM,Technology
SONO,Technology
SOHON,Real Estate
SMMC,Financial Services
SMMCU,Financial Services
SPFI,Financial Services
SY,Healthcare
STXB,Financial Services
SLNG,Energy
STND,Financial Services
MITO,Healthcare
STOK,Healthcare
STNE,Technology
WISA,Technology
SNDL,Healthcare
SLGG,Communication Services
SURF,Healthcare
STRO,Healthcare
SSSS,Financial Services
SVMK,Technology
THOR,Healthcare
TLC,Industrials
TAOP,Technology
TH,Energy
TRNX,Energy
TCFCP,Industrials
TCRR,Healthcare
TECTP,Financial Services
TENB,Technology
TZAC,Financial Services
TZACU,Financial Services
WTER,Consumer Defensive
BPRN,Financial Services
LOVE,Consumer Cyclical
PECK,Industrials
REAL,Consumer Cyclical
THBRU,Financial Services
TIBR,Financial Services
TLRY,Healthcare
TMDI,Healthcare
TLSA,Healthcare
TKKS,Financial Services
TKKSU,Financial Services
TOTA,Financial Services
TOTAU,Financial Services
TBLT,Industrials
TW,Financial Services
TBIO,Healthcare
TMDX,Healthcare
TRVI,Healthcare
TPCO,Communication Services
TCDA,Healthcare
TDAC,Financial Services
TDACU,Financial Services
TSCAP,Financial Services
TSCBP,Financial Services
TC,Communication Services
TPTX,Healthcare
THCB,Financial Services
THCBU,Financial Services
THCA,Financial Services
THCAU,Financial Services
BROG,Industrials
BROGW,Industrials
TWST,Healthcare
USWS,Energy
UBX,Healthcare
UMRX,Healthcare
TTTN,Industrials
TIGR,Financial Services
UPWK,Industrials
MYT,Consumer Cyclical
UROV,Healthcare
USIO,Technology
UXIN,Communication Services
VCNX,Healthcare
VLYPO,Financial Services
VLYPP,Financial Services
BNDW,Industrials
VTIQ,Financial Services
VTIQU,Financial Services
VERB,Technology
VERY,Financial Services
VRRM,Industrials
VRCA,Healthcare
VMD,Healthcare
VFF,Consumer Defensive
VIOT,Technology
VTSI,Industrials
VISL,Technology
WAFU,Consumer Defensive
HLAL,Industrials
WTRH,Consumer Cyclical
WSG,Communication Services
WTRE,Financial Services
WTREP,Financial Services
HHHH,Industrials
HHHHU,Industrials
WW,Consumer Cyclical
WINC,Industrials
WBND,Industrials
WRTC,Technology
XFOR,Healthcare
XERS,Healthcare
XPEL,Consumer Cyclical
YMAB,Healthcare
YJ,Consumer Cyclical
ZM,Communication Services
ZVO,Consumer Defensive
ZYXI,Healthcare
AEF,Financial Services
UAVS,Industrials
AGE,Healthcare
AMBO,Consumer Defensive
ARMP,Healthcare
BIOX,Basic Materials
BKTI,Technology
YCBD,Healthcare
AIM,Healthcare
ITP,Basic Materials
LCTX,Healthcare
MMX,Basic Materials
MRIC,Healthcare
PLAG,Consumer Defensive
SILV,Basic Materials
SDI,Consumer Defensive
STXS,Healthcare
VOLT,Industrials
ALMIL.PA,Communication Services
2CRSI.PA,Technology
MLATV.PA,Industrials
ASP.PA,Consumer Cyclical
AALB.AS,Industrials
ABI.BR,Consumer Defensive
AB.PA,Healthcare
ABCA.PA,Financial Services
ABEO.PA,Consumer Cyclical
ABVX.PA,Healthcare
ABN.AS,Financial Services
ABO.BR,Industrials
ACPH.BR,Healthcare
ACAN.PA,Real Estate
ACCEL.AS,Consumer Cyclical
ACCB.BR,Financial
AC.PA,Consumer Cyclical
AXS.AS,Basic Materials
ALALO.PA,Communication Services
ACKB.BR,Industrials
EOS.PA,Technology
ATI.PA,Consumer Cyclical
ALACT.PA,Communication Services
MLACT.PA,Technology
ALADA.PA,Industrials
ALDV.PA,Real Estate
ALARF.PA,Technology
ALP.PA,Communication Services
ADOC.PA,Healthcare
ALADO.PA,Real Estate
ADP.PA,Industrials
ALADM.PA,Communication Services
ADUX.PA,Communication Services
ADV.PA,Financial Services
ADVIC.PA,Healthcare
ADVI.PA,Consumer Defensive
ADYEN.AS,Technology
AED.BR,Real Estate
AGN.AS,Financial Services
AKOM.PA,Technology
AFO.PA,Communication Services
MLAGI.PA,Industrials
AGS.BR,Financial Services
AGFB.BR,Industrials
ALAGR.PA,Consumer Defensive
AGTA.PA,Industrials
AD.AS,Consumer Defensive
AF.PA,Industrials
AI.PA,Basic Materials
MLAIM.PA,Industrials
AIR.PA,Industrials
AJAX.AS,Consumer Cyclical
AKW.PA,Consumer Cyclical
AKZA.AS,Basic Materials
ABIO.PA,Utilities
ALD.PA,Industrials
ALPHY.PA,Consumer Defensive
ALFEN.AS,Industrials
CDA.PA,Consumer Cyclical
ALM.PA,Technology
ALO.PA,Industrials
ALTA.PA,Real Estate
AREIT.PA,Real Estate
ATE.PA,Technology
ATCB.AS,Communication Services
ATC.AS,Communication Services
ALT.PA,Industrials
ALTR.LS,Basic Materials
ALTUR.PA,Financial Services
ALX.AS,Consumer Cyclical
MLALV.PA,Real Estate
MLAAH.PA,Consumer Defensive
AMG.AS,Basic Materials
AMEBA.PA,Basic Materials
AMPLI.PA,Healthcare
ACOMO.AS,Consumer Defensive
AMUN.PA,Financial Services
AND.AS,Communication Services
ALANV.PA,Technology
ANTA.PA,Consumer Cyclical
ANT.BR,Real Estate
ALANT.PA,Communication Services
APAM.AS,Basic Materials
APR.PA,Financial Services
ALAQU.PA,Industrials
ARCAD.AS,Industrials
MT.AS,Basic Materials
JXR.PA,Technology
ALCUR.PA,Industrials
MLARD.PA,Services
ARG.PA,Real Estate
ARGX.BR,Healthcare
AKE.PA,Basic Materials
ALATF.PA,Communication Services
ARTO.PA,Technology
PRC.PA,Communication Services
ASC.BR,Real Estate
MLAEM.PA,Financial Services
ASIT.BR,Healthcare
ASM.AS,Technology
ASML.AS,Technology
ASRNL.AS,Financial Services
GEN.BR,Financial Services
ALSIM.PA,Technology
ASY.PA,Industrials
ATA.PA,Communication Services
ATEME.PA,Technology
ATEB.BR,Real Estate
ATO.PA,Technology
ATRS.AS,Financial
AUB.PA,Technology
ALAVY.PA,Technology
AUGR.PA,Consumer Cyclical
ALAMG.PA,Basic Materials
AURE.PA,Industrials
AURS.PA,Industrials
AVTX.AS,Basic Materials
AVT.PA,Technology
AWOX.PA,Technology
CS.PA,Financial Services
AXW.PA,Technology
MLAZL.PA,Industrials
MLAAT.PA,Industrials
BSGR.AS,Consumer Defensive
BCP.LS,Financial Services
BCRA.PA,Industrials
ALBKK.PA,Basic Materials
BAIN.PA,Consumer Cyclical
BALTA.BR,Consumer Cyclical
BALYO.PA,Industrials
BAMNB.AS,Industrials
BBV.BR,Financial Services
SANTA.BR,Financial Services
BANI.BR,Real Estate
BUI.PA,Consumer Cyclical
BAR.BR,Technology
BFIT.AS,Consumer Cyclical
BAS.BR,Real Estate
BLC.PA,Healthcare
MLBAT.PA,Basic Materials
ALBDM.PA,Communication Services
BESI.AS,Technology
BEAB.BR,Real Estate
BEFB.BR,Real Estate
BEKB.BR,Industrials
FBEL.PA,Consumer Defensive
BELI.PA,Consumer Cyclical
BELR.BR,Financial Services
BELU.BR,Financial Services
BEN.PA,Consumer Cyclical
SLBEN.LS,Consumer Cyclical
ALDBL.PA,Consumer Cyclical
BBED.AS,Consumer Cyclical
BEVER.AS,Real Estate
BB.PA,Consumer Defensive
BIG.PA,Technology
ALBLD.PA,Communication Services
ALTUV.PA,Industrials
BCART.BR,Healthcare
ALCOR.PA,Healthcare
BUP.PA,Healthcare
BIM.PA,Healthcare
ALBPS.PA,Healthcare
ALBIO.PA,Healthcare
BLEE.PA,Real Estate
BLUE.PA,Industrials
MLBSP.PA,Utilities
ALBLU.PA,Healthcare
BNP.PA,Financial Services
MLONE.PA,Consumer Cyclical
BOEI.BR,Industrials
BOI.PA,Healthcare
BOL.PA,Communication Services
BON.PA,Consumer Defensive
BOTHE.BR,Healthcare
BOKA.AS,Industrials
GBB.PA,Energy
ALBOU.PA,Consumer Cyclical
BSD.PA,Financial Services
BGHL.AS,Financial
EN.PA,Industrials
BPOST.BR,Industrials
BNB.BR,Financial Services
BCAM.PA,Consumer Defensive
BREB.BR,Financial Services
BRILL.AS,Communication Services
BRNL.AS,Industrials
ALBUD.PA,Communication Services
BVI.PA,Industrials
BUR.PA,Consumer Cyclical
BND.PA,Industrials
CAT31.PA,Financial Services
CAFO.PA,Consumer Cyclical
MLAAE.PA,Industrials
CBDG.PA,Industrials
CAMB.BR,Industrials
CAND.BR,Financial Services
CAPLI.PA,Real Estate
CAP.PA,Technology
ALCRB.PA,Basic Materials
CPINV.BR,Real Estate
ALCAR.PA,Healthcare
CARM.PA,Real Estate
CARP.PA,Real Estate
CA.PA,Consumer Defensive
CO.PA,Consumer Defensive
CAS.PA,Technology
CATG.PA,Consumer Cyclical
CTRG.PA,Industrials
CATR.PA,Industrials
CBOT.PA,Real Estate
MLCEC.PA,Technology
CGM.PA,Healthcare
CGR.PA,Real Estate
ALCLS.PA,Healthcare
CLNV.PA,Healthcare
CYAD.BR,Healthcare
CENER.BR,Industrials
ALPCV.PA,Industrials
ALCES.PA,Consumer Cyclical
CFEB.BR,Industrials
CFI.PA,Real Estate
MLCFM.PA,Financial Services
CGG.PA,Energy
MLCFD.PA,Industrials
MLCVG.PA,Financial Services
CRI.PA,Consumer Cyclical
CHSR.PA,Consumer Cyclical
MLCHE.PA,Technology
CHTEX.BR,Energy
CDI.PA,Consumer Cyclical
CIB.PA,Technology
COMB.BR,Financial Services
MLCMB.PA,Consumer Cyclical
MLCIO.PA,Industrials
CIS.BR,Technology
CLA.PA,Technology
ALCLA.PA,Industrials
COM.PA,Industrials
CNV.PA,Consumer Cyclical
CNP.PA,Financial Services
COBH.BR,Consumer Defensive
CCEP.AS,Consumer Defensive
COFA.PA,Financial Services
ALCOF.PA,Technology
CFN.LS,Communication Services
COFB.BR,Real Estate
COGEC.PA,Technology
ALCOG.PA,Basic Materials
COH.PA,Technology
ALCOI.PA,Basic Materials
RE.PA,Industrials
MLCLP.PA,Consumer Cyclical
COLR.BR,Consumer Defensive
MLMFI.PA,Technology
CDU.LS,Industrials
MLCNT.PA,Technology
CPA.LS,Consumer Defensive
CRBN.AS,Basic Materials
CLB.AS,Energy
MLCOR.PA,Consumer Cyclical
COR.LS,Basic Materials
MLCOU.PA,Financial
COUR.PA,Real Estate
COV.PA,Real Estate
COVH.PA,Real Estate
CRAP.PA,Financial Services
CRAV.PA,Financial Services
CRBP2.PA,Financial Services
CIV.PA,Financial Services
CRLA.PA,Financial Services
CRLO.PA,Financial Services
CMO.PA,Financial Services
CNF.PA,Financial Services
CCN.PA,Financial Services
CAF.PA,Financial Services
CRSU.PA,Financial Services
CRTO.PA,Financial Services
ACA.PA,Financial Services
OPTI.BR,Technology
ALCJ.PA,Healthcare
CROS.PA,Real Estate
SX.PA,Industrials
MLCTA.PA,Industrials
CTAC.AS,Technology
CTT.LS,Industrials
CURE.AS,Healthcare
ALCYB.PA,Consumer Cyclical
DIE.BR,Consumer Cyclical
ALDLS.PA,Industrials
MLGEL.PA,Industrials
DLT.PA,Technology
ALDAR.PA,Consumer Cyclical
BN.PA,Consumer Defensive
AM.PA,Industrials
DSY.PA,Technology
MLDTB.PA,Technology
ALDBT.PA,Industrials
DBV.PA,Healthcare
DECB.BR,Industrials
DEDAL.PA,Healthcare
ALDEI.PA,Healthcare
ALDEL.PA,Consumer Cyclical
ALDR.PA,Industrials
DLTA.PA,Consumer Cyclical
DBG.PA,Industrials
DTEL.BR,Communication Services
ALDEV.PA,Consumer Cyclical
DVT.PA,Technology
DGB.AS,Technology
DGE.PA,Consumer Defensive
DGM.PA,Healthcare
DIEG.BR,Real Estate
ALDIE.PA,Energy
DIG.PA,Technology
DISL.BR,Real Estate
DPAM.PA,Energy
ALDNE.PA,Communication Services
DPA.AS,Industrials
ALDRV.PA,Technology
DSM.AS,Basic Materials
DSC1.AS,Financial Services
MLDYN.PA,Basic Materials
MLDYX.PA,Energy
EON.BR,Utilities
EAS2P.AS,Technology
MLEAS.PA,Communication Services
ALEZV.PA,Technology
MLEDR.PA,Utilities
ECASA.PA,Industrials
ECONB.BR,Technology
ALESA.PA,Industrials
EDEN.PA,Financial Services
EDF.PA,Utilities
ALEAC.PA,Industrials
MLEDS.PA,Communication Services
EDP.LS,Utilities
EDPR.LS,Utilities
MLEES.PA,Utilities
GID.PA,Technology
FGR.PA,Industrials
EKI.PA,Technology
ELEC.PA,Utilities
EEM.PA,Financial Services
EPS.PA,Industrials
ELI.BR,Utilities
ELIOR.PA,Consumer Cyclical
ELIS.PA,Industrials
ALEMK.BR,Communication Services
ALDUB.PA,Basic Materials
ALNN6.PA,Technology
ALENE.PA,Industrials
ENGI.PA,Utilities
ENI.BR,Energy
ALENT.PA,Communication Services
ALENR.PA,Communication Services
ALTEV.PA,Technology
ENVI.AS,Industrials
ALEO2.PA,Basic Materials
EOSI.PA,Healthcare
ERA.PA,Basic Materials
ERYP.PA,Healthcare
ESI.PA,Technology
ALESK.PA,Technology
ESP.AS,Healthcare
EL.PA,Healthcare
ES.PA,Energy
ESON.LS,Consumer Cyclical
EFI.PA,Real Estate
ALEUA.PA,Real Estate
RF.PA,Financial Services
EUR.PA,Basic Materials
ALERS.PA,Healthcare
ECT.AS,Financial
ECMPA.AS,Real Estate
ALECR.PA,Healthcare
ERF.PA,Healthcare
ALGEM.PA,Consumer Defensive
MLERO.PA,Financial Services
EMG.PA,Healthcare
EURN.BR,Energy
ENX.PA,Financial Services
ECP.PA,Communication Services
EUCAR.PA,Industrials
ALEUP.PA,Industrials
ALPBS.BR,Communication Services
ETL.PA,Technology
ALEVA.BR,Industrials
MLEVE.PA,Services
ALTVO.PA,Technology
EVS.BR,Technology
EXAC.PA,Basic Materials
EXE.PA,Industrials
EXM.BR,Energy
EPCP.PA,Basic Materials
EXPL.PA,Basic Materials
FAGR.BR,Healthcare
MLFMV.LS,Industrials
ALFBA.PA,Consumer Cyclical
FAST.AS,Consumer Cyclical
EO.PA,Consumer Cyclical
FAUV.PA,Industrials
FAYE.PA,Consumer Defensive
MLFDV.PA,Consumer Defensive
FCMC.PA,Consumer Cyclical
FALG.PA,Healthcare
FFP.PA,Financial Services
SACI.PA,Industrials
ORIA.PA,Real Estate
FGA.PA,Industrials
ALFIL.PA,Communication Services
BERR.PA,Real Estate
EBPF.PA,Real Estate
FOAF.PA,Conglomerates
FINM.PA,Industrials
ODET.PA,Industrials
FNTS.PA,Consumer Defensive
FIPP.PA,Real Estate
MLFIR.PA,Financial Services
FLE.PA,Consumer Defensive
FLEXD.LS,Financial Services
FLEX.BR,Technology
FLOB.BR,Industrials
FLOW.AS,Financial Services
FLUX.BR,Energy
FNAC.PA,Consumer Cyclical
FNG.BR,Consumer Cyclical
ALFOC.PA,Communication Services
FPN.PA,Real Estate
LEBL.PA,Consumer Cyclical
FATL.PA,Real Estate
EURS.PA,Real Estate
INEA.PA,Real Estate
FLY.PA,Real Estate
MLVIN.PA,Real Estate
SPEL.PA,Real Estate
FORE.PA,Industrials
FFARM.AS,Consumer Defensive
FOU.BR,Consumer Defensive
ALFPC.PA,Consumer Cyclical
LFDE.PA,Energy
MLFTI.PA,Real Estate
ALFRE.PA,Industrials
FREY.PA,Real Estate
FUR.AS,Energy
FCP.LS,Consumer Cyclical
MLGAI.PA,Industrials
GLPG.AS,Healthcare
MLGAL.PA,Consumer Defensive
GALIM.PA,Real Estate
GALP.LS,Energy
ALBI.PA,Consumer Cyclical
GAM.PA,Communication Services
ALGAU.PA,Consumer Cyclical
GBLB.BR,Financial Services
GEA.PA,Industrials
GECP.PA,Technology
GFC.PA,Real Estate
GNE.PA,Industrials
GENX.PA,Technology
GNRO.PA,Healthcare
GNFT.PA,Healthcare
GENK.BR,Real Estate
GKTX.PA,Healthcare
GV.PA,Healthcare
ALGEN.PA,Healthcare
SIGHT.PA,Healthcare
MLGEQ.PA,Financial Services
GET.PA,Industrials
ALGEV.PA,Consumer Cyclical
GIMB.BR,Financial Services
GLO.PA,Industrials
GLINT.LS,Technology
ALGBE.PA,Utilities
ALGEP.PA,Utilities
GLOG.BR,Technology
ALGLD.PA,Basic Materials
MLGML.PA,Healthcare
GPE.PA,Industrials
ALPAR.PA,Consumer Cyclical
GRVO.PA,Basic Materials
GVNV.AS,Consumer Cyclical
MLCMG.PA,Basic Materials
MLGES.PA,Technology
GREEN.BR,Consumer Defensive
MLGRC.PA,Financial Services
CEN.PA,Industrials
FLO.PA,Consumer Cyclical
GOE.PA,Technology
ALGIL.PA,Consumer Cyclical
IRD.PA,Financial Services
GJAJ.PA,Consumer Cyclical
ALLDL.PA,Consumer Cyclical
OPN.PA,Technology
PARP.PA,Consumer Cyclical
SFPI.PA,Industrials
ALGTR.PA,Technology
ALIMO.PA,Real Estate
GROWN.BR,Real Estate
GTT.PA,Energy
MLGDI.PA,Consumer Defensive
GBT.PA,Healthcare
GUI.PA,Technology
ALHEO.PA,Utilities
HAL.AS,Financial Services
HAMO.BR,Industrials
ALHVS.PA,Technology
PIG.PA,Industrials
MLAHC.PA,Healthcare
HEIJM.AS,Industrials
HEIA.AS,Consumer Defensive
HEIO.AS,Consumer Defensive
ALHRG.PA,Basic Materials
RMS.PA,Consumer Cyclical
HEXA.PA,Consumer Cyclical
HF.PA,Technology
HCO.PA,Communication Services
ALHIO.PA,Industrials
HIPAY.PA,Technology
ALHIT.PA,Technology
MLHK.PA,Industrials
MLHBB.PA,Financial
HOLCO.AS,Basic Materials
MLHCF.PA,Industrial Goods
HOMI.BR,Real Estate
MLHPE.PA,Communication Services
HOP.PA,Communication Services
ALHSW.PA,Technology
MLHMC.PA,Consumer Cyclical
MLHOT.PA,Consumer Cyclical
HDP.PA,Consumer Cyclical
MLHIN.PA,Consumer Cyclical
HSB.PA,Financial Services
HDG.AS,Consumer Cyclical
ALHYG.PA,Healthcare
HYDRA.AS,Industrials
MLHYD.PA,Industrials
MLHYE.PA,Industrials
ALICR.PA,Healthcare
ALI2S.PA,Industrials
IBAB.BR,Healthcare
IBS.LS,Consumer Cyclical
IBMA.BR,Technology
ICAD.PA,Real Estate
ICT.AS,Technology
IDL.PA,Industrials
IDIP.PA,Financial Services
MLIDS.PA,Technology
ALIDS.PA,Financial Services
IEP.BR,Real Estate
IEX.AS,Financial Services
IFF.PA,Basic Materials
IGE.PA,Technology
ILD.PA,Communication Services
MLIML.PA,Communication Services
IMCD.AS,Basic Materials
NK.PA,Basic Materials
MLIPP.PA,Financial
ALIMR.PA,Technology
MCC.BR,Real Estate
IMMOU.BR,Real Estate
IMDA.PA,Real Estate
IMMO.BR,Real Estate
GPA.LS,Industrials
ALIMP.PA,Healthcare
IPR.LS,Communication Services
MLIMP.PA,Communication Services
INA.LS,Basic Materials
INFE.PA,Industrials
MLIFC.PA,Technology
INF.PA,Technology
INGA.AS,Financial Services
ING.PA,Technology
IPH.PA,Healthcare
INN.PA,Technology
STAL.PA,Basic Materials
ALINT.PA,Healthcare
INCO.BR,Technology
ITP.PA,Consumer Defensive
INTER.AS,Financial Services
INTO.BR,Real Estate
ITXT.PA,Consumer Cyclical
ALINS.PA,Healthcare
IVA.PA,Healthcare
ALINV.PA,Communication Services
MLIOC.PA,Communication Services
IPN.PA,Healthcare
IPS.PA,Communication Services
ITL.PA,Technology
MLITN.PA,Industrials
ITE.PA,Technology
ITS.PA,Technology
JMT.LS,Consumer Defensive
JBOG.PA,Consumer Defensive
JCQ.PA,Basic Materials
DEC.PA,Communication Services
JEN.BR,Industrials
ALKAL.PA,Technology
KARD.AS,Real Estate
KOF.PA,Consumer Cyclical
KBC.BR,Financial Services
KBCA.BR,Financial Services
KENDR.AS,Consumer Cyclical
KER.PA,Consumer Cyclical
ALKLK.PA,Technology
KEY.PA,Technology
KEYW.BR,Technology
KDS.AS,Healthcare
KIN.BR,Communication Services
ALKKO.PA,Consumer Defensive
LI.PA,Real Estate
KORI.PA,Healthcare
KPN.AS,Communication Services
MLKRI.PA,Financial Services
MLVAP.PA,Consumer Cyclical
OR.PA,Consumer Defensive
LFVE.PA,Real Estate
ALPER.PA,Consumer Cyclical
LACR.PA,Technology
LHN.PA,Basic Materials
LAF.PA,Consumer Cyclical
MMB.PA,Consumer Cyclical
ALLAN.PA,Consumer Defensive
LAT.PA,Industrials
LPE.PA,Consumer Defensive
LVIDE.AS,Financial Services
LOUP.PA,Consumer Defensive
ALTAN.PA,Consumer Cyclical
LEAS.BR,Real Estate
LBON.PA,Financial Services
LSS.PA,Technology
LR.PA,Industrials
ALLHB.PA,Consumer Cyclical
LNC.PA,Consumer Cyclical
ALLEX.PA,Consumer Cyclical
LIN.PA,Technology
LIG.LS,Industrials
FII.PA,Industrials
LIT.LS,Industrials
ALLLN.PA,Communication Services
LNA.PA,Healthcare
ALLOG.PA,Technology
MLCAC.PA,Consumer Defensive
LOTB.BR,Consumer Defensive
BOLS.AS,Consumer Defensive
ALUCI.PA,Industrials
LBIRD.PA,Healthcare
LUXA.BR,Real Estate
MLV4S.PA,Industrials
MC.PA,Consumer Cyclical
LYS.PA,Healthcare
MRM.PA,Real Estate
ALMII.PA,Technology
MLMAD.PA,Technology
ALMNG.PA,Communication Services
MLMGL.PA,Technology
MSTY.PA,Healthcare
MLMAB.PA,Real Estate
MLCLI.PA,Consumer Cyclical
MLMAI.PA,Consumer Cyclical
MDM.PA,Consumer Cyclical
ALMAK.PA,Communication Services
MALT.PA,Consumer Defensive
MTU.PA,Industrials
MAN.PA,Industrials
MAREL.AS,Industrials
IAM.PA,Communication Services
MAR.LS,Industrials
ALMAS.PA,Consumer Defensive
MKEA.PA,Healthcare
MAU.PA,Energy
MBWS.PA,Consumer Defensive
MCPHY.PA,Industrials
MDXH.BR,Healthcare
ALMEC.PA,Industrials
EDI.PA,Industrials
MCP.LS,Communication Services
MLLAB.PA,Healthcare
ALKER.PA,Communication Services
ALMDT.PA,Healthcare
MDW.PA,Communication Services
ALMED.PA,Healthcare
MEDCL.PA,Healthcare
MELE.BR,Technology
MEMS.PA,Technology
MERY.PA,Real Estate
MRK.PA,Healthcare
MRN.PA,Industrials
METEX.PA,Basic Materials
MLETA.PA,Industrials
ALMET.PA,Utilities
MLMIB.PA,Industrials
MMT.PA,Communication Services
ALMGI.PA,Industrials
ALMDG.PA,Industrials
ML.PA,Consumer Cyclical
MUN.PA,Technology
MSF.BR,Technology
ALMIC.PA,Technology
MLNMA.PA,Financial Services
MIKO.BR,Consumer Defensive
ALMLB.PA,Consumer Cyclical
MITRA.BR,Healthcare
NEDSE.AS,Technology
ALMND.PA,Consumer Cyclical
MONC.PA,Financial Services
MLMON.PA,Financial Services
MONT.BR,Real Estate
MOP.BR,Financial Services
MOPF.BR,Financial Services
MORE.AS,Industrials
EGL.LS,Industrials
ALMOU.PA,Basic Materials
MOUR.BR,Industrials
MRB.PA,Consumer Cyclical
MLMUL.PA,Technology
MLMMC.PA,Industrials
MEURV.BR,Financial Services
GREV.PA,Communication Services
ALMBG.PA,Communication Services
NANO.PA,Healthcare
KN.PA,Financial Services
MLNAT.PA,Consumer Cyclical
NAVYA.PA,Consumer Cyclical
NEDAP.AS,Technology
MLNEO.PA,Communication Services
NEOEN.PA,Utilities
ALNLF.PA,Consumer Cyclical
ALNEV.PA,Healthcare
NRP.AS,Real Estate
NTG.PA,Technology
NEU.BR,Real Estate
NRO.PA,Technology
NSE.AS,Utilities
NEWAY.AS,Technology
MLNEI.PA,Industrials
NEWT.BR,Consumer Defensive
NEX.PA,Industrials
NXI.PA,Real Estate
ALNXT.PA,Communication Services
NEXTS.PA,Financial Services
NIBC.AS,Financial Services
COX.PA,Healthcare
NN.AS,Financial Services
NOKIA.PA,Technology
NOS.LS,Communication Services
NBA.LS,Technology
ALNOV.PA,Healthcare
MLNOV.PA,Technology
NOVI.AS,Technology
ALNOX.PA,Healthcare
NR21.PA,Consumer Cyclical
NRG.PA,Communication Services
ALNSC.PA,Industrials
ALNSE.PA,Technology
NSI.AS,Real Estate
NYR.BR,Basic Materials
MLOSA.PA,Consumer Defensive
ALODI.PA,Technology
ALOBR.PA,Industrials
OCI.AS,Basic Materials
MLOCT.PA,Technology
SBT.PA,Consumer Defensive
OLG.PA,Consumer Cyclical
MLOLM.PA,Basic Materials
ALONC.PA,Healthcare
MLOEX.PA,Industrials
MLONL.PA,Consumer Defensive
ONTEX.BR,Consumer Defensive
ONXEO.PA,Healthcare
ORA.PA,Communication Services
OBEL.BR,Communication Services
ORANW.AS,Industrials
ORAP.PA,Basic Materials
KAZI.PA,Consumer Cyclical
ORDI.AS,Technology
ALORD.PA,Technology
OREGE.PA,Industrials
ORE.LS,Industrials
ORP.PA,Healthcare
OSE.PA,Healthcare
ALOSM.PA,Communication Services
ALOXA.PA,Technology
OXUR.BR,Healthcare
MLPAC.PA,Technology
PID.PA,Technology
PAR.PA,Real Estate
MLPFX.PA,Basic Materials
PARRO.PA,Technology
MLHOP.PA,Conglomerates
MLPRX.PA,Basic Materials
PSAT.PA,Consumer Cyclical
PAT.PA,Real Estate
PAY.BR,Technology
PCA.PA,Basic Materials
PEP.BR,Consumer Defensive
RI.PA,Consumer Defensive
PERR.PA,Industrials
PSH.AS,Financial Services
PHA.PA,Healthcare
ALPHS.PA,Consumer Cyclical
PHARM.AS,Healthcare
ALPHA.PA,Healthcare
PHR.LS,Communication Services
PHIA.AS,Healthcare
MLPHW.PA,Industrials
MLPHO.PA,Utilities
PIC.BR,Industrials
VAC.PA,Consumer Cyclical
ALPDX.PA,Consumer Cyclical
